ラベル用備考,ラベル発行枚数,リテスト延長使用期限,リテスト試験日数,使用剤形,使用期限表示,保障期間,公差使用,分類,単価,原料ID,原料コード,原料区分,原料名,原料簿コード（サブ）,原料簿コード（メイン）,原産国表示,受入試験後使用期限,品質管理備考,商品名,商品名カナ,在庫単位（係数）,変更申請／変更指示,差分警告割合,正袋秤量,正袋重量,生産本部備考,画像パス,発注単位,荷姿,補正情報,製造所,規格,調達区分,販売者,風袋重量,,
,1 枚,12 ヵ月,14 日,外用剤,使用期限,,する,主薬,0,829,,通常,硫酸亜鉛水和物 Zinc Sulfate Hydrate,（未設定）,（未設定）,,12 ヵ月,,硫酸亜鉛水和物 Zinc Sulfate Hydrate,ﾘﾕｳｻﾝｱｴﾝｽｲﾜﾌﾞﾂ ｼﾞﾝｸｻﾊﾌｴｰﾄ ﾊｲﾄﾞﾚｰﾄ,g（1）,,1％,可能,0.5kg,,,kg,0.5,,富士フイルム和光純薬㈱,日局,支給,丸石製薬㈱,0kg,,
,1 枚,12 ヵ月,14 日,錠剤,表示なし,,する,その他,"10,500",83,A6220,通常,ヒドロキシプロピルセルロース(HPC-SSL SFP),（未設定）,（未設定）,,12 ヵ月,,HPC-SSL SFP,ｴｲﾁﾋﾟｰｼｰｴｽｴｽｴﾙ ｴｽｴﾌﾋﾟｰ,g（1）,,1％,可能,10kg,,,kg,10kg,,日本曹達㈱,日局,購買,日本バルク薬品㈱,0.09kg,,
,1 枚,12 ヵ月,14 日,外用剤,使用期限,,する,主薬,0,830,,通常,クレワットN(エデト酸ナトリウム水和物),（未設定）,（未設定）,,12 ヵ月,,クレワットN(エデト酸ナトリウム水和物),ｸﾚﾜﾂﾄｴﾇ.ｴﾃﾞﾄｻﾝﾅﾄﾘｳﾑｽｲﾜﾌﾞﾂ.,g（1）,,1％,可能,0.1kg,,,kg,0.1kg,,長瀬産業㈱,日局,支給,丸石製薬㈱,0kg,,
,1 枚,12 ヵ月,14 日,外用剤,使用期限,,する,主薬,0,831,,通常,トクソーIPA(イソプロパノール),（未設定）,（未設定）,,12 ヵ月,,トクソーIPA(イソプロパノール),ﾄｸｿｰｱｲﾋﾟｰｴｰ.ｲｿﾌﾟﾛﾊﾟﾉｰﾙ.,g（1）,,1％,可能,160kg,,,kg,160,,㈱トクヤマ,日局,支給,丸石製薬㈱,0kg,,
,0 枚,0 ヵ月,0 日,錠剤,表示なし,,する,主薬,0,832,,通常,新ビオフェルミンSプラス錠,（未設定）,（未設定）,,無期限,,（中間製品）新ビオフェルミンSプラス錠,ｼﾝﾋﾞｵﾌｴﾙﾐﾝｴｽﾌﾟﾗｽｼﾞﾖｳ,kg（1）,,なし,可能,0kg,,,kg,,,ビオフェルミン製薬㈱,別紙規格,支給,ビオフェルミン製薬㈱,0kg,,
,1 枚,12 ヵ月,14 日,外用剤,使用期限,,する,主薬,0,833,,通常,濃ベンザルコニウム塩化物液50,（未設定）,（未設定）,,12 ヵ月,,濃ベンザルコニウム塩化物液50,ﾉｳﾍﾞﾝｻﾞﾙｺﾆｳﾑｴﾝｶﾌﾞﾂｴｷｺﾞｼﾞﾕｳ,g（1）,,1％,可能,100kg,,,kg,100,,三洋化成工業㈱,日局,支給,丸石製薬㈱,0kg,,
,1 枚,12 ヵ月,14 日,外用剤,使用期限,,する,その他,0,834,,通常,濃グリセリン,（未設定）,（未設定）,,12 ヵ月,新規原料のため3ロット全項目試験実施予定(4週間必要),濃グリセリン,ﾉｳｸﾞﾘｾﾘﾝ,g（1）,,1％,可能,22kg,,,kg,22Kg,,阪本薬品工業㈱,日局,支給,丸石製薬㈱,0kg,,
,1 枚,12 ヵ月,14 日,外用剤,使用期限,,する,その他,0,835,,通常,プロピレングリコール,（未設定）,（未設定）,,12 ヵ月,初回入荷ロットのみ全項目試験実施予定(4週間必要),プロピレングリコール,ﾌﾟﾛﾋﾟﾚﾝｸﾞﾘｺｰﾙ,g（1）,,1％,可能,18kg,,,kg,18Kg,,㈱ADEKA,日局,支給,丸石製薬㈱,1.18kg,,
,1 枚,12 ヵ月,14 日,外用剤,使用期限,,する,その他,0,836,,通常,PCAソーダ(dl-ピロリドンカルボン酸ナトリウム液),（未設定）,（未設定）,,12 ヵ月,新規原料のため3ロット全項目試験実施予定(4週間必要) 外注あり,PCAソーダ,ﾋﾟｰｼｰｴｰｿｰﾀﾞ,g（1）,,1％,可能,25kg,dl-ピロリドンカルボン酸ナトリウム,,kg,25Kg,,味の素㈱,薬添規,支給,丸石製薬㈱,0kg,,
,1 枚,12 ヵ月,30 日,外用剤,使用期限,,する,主薬,0,837,,通常,グリチルリチン酸二カリウム(グリチルリチン酸ジカリウム),（未設定）,（未設定）,,12 ヵ月,外注あり(4週間必要),グリチルリチン酸二カリウム,ｸﾞﾘﾁﾙﾘﾁﾝｻﾝｼﾞｶﾘｳﾑ,g（1）,,1％,可能,1kg,,,kg,1Kg,,丸善製薬㈱,局外規,支給,丸石製薬㈱,0kg,,
,1 枚,12 ヵ月,14 日,外用剤,使用期限,,する,その他,0,838,,通常,イソプロピルミリステート100(ミリスチン酸イソプロピル),（未設定）,（未設定）,,12 ヵ月,新規原料のため3ロット全項目試験実施予定(4週間必要),イソプロピルミリステート100,ｲｿﾌﾟﾛﾋﾟﾙﾐﾘｽﾃｰﾄﾋﾔｸ,g（1）,,1％,可能,15kg,,,kg,15Kg,,日本サーファクタント工業㈱,薬添規,支給,丸石製薬㈱,0kg,,
,1 枚,12 ヵ月,14 日,外用剤,使用期限,,する,その他,0,839,,通常,シリコーン樹脂KF-56(メチルフェニルポリシロキサン),（未設定）,（未設定）,,12 ヵ月,新規原料のため3ロット全項目試験実施予定(4週間必要) 外注あり,シリコーン樹脂KF-56,ｼﾘｺｰﾝｼﾞﾕｼｹｰｴﾌｺﾞﾛｸ,g（1）,,1％,可能,18kg,,,kg,18Kg,,信越化学工業㈱,薬添規,支給,丸石製薬㈱,0kg,,
,1 枚,12 ヵ月,14 日,外用剤,使用期限,,する,主薬,0,840,,通常,クロルヘキシジングルコン酸塩液,（未設定）,（未設定）,,12 ヵ月,新規原料のため3ロット全項目試験実施予定(3週間必要),クロルヘキシジングルコン酸塩液,ｸﾛﾙﾍｷｼｼﾞﾝｸﾞﾙｺﾝｻﾝｴﾝｴｷ,g（1）,,1％,可能,18kg,,images\840.jpg,kg,18Kg,,丸石製薬㈱,日局,支給,丸石製薬㈱,0kg,,
,1 枚,12 ヵ月,14 日,外用剤,使用期限,,する,その他,0,841,,通常,SILSOFT870 JA (ポリオキシエチレン(12)メチルポリシロキサン(17)),（未設定）,（未設定）,,12 ヵ月,新規原料のため3ロット全項目試験実施予定(4週間必要),SILSOFT870 JA,ｼﾙｿﾌﾄﾊﾁﾅﾅｾﾞﾛ ｼﾞｴｲｴｰ,g（1）,,1％,可能,18kg,,images\841.jpg,kg,18Kg,,モメンティブ㈱,別紙規格,支給,丸石製薬㈱,0kg,,
,1 枚,12 ヵ月,14 日,外用剤,使用期限,,する,主薬,0,842,,通常,グリチルレチン酸,（未設定）,（未設定）,,12 ヵ月,,グリチルレチン酸,ｸﾞﾘﾁﾙﾚﾁﾝｻﾝ,g（1）,,1％,可能,5kg,,images\842.jpg,kg,5Kg,,アルプス薬品工業㈱,局外規,支給,丸石製薬㈱,0kg,,
,1 枚,12 ヵ月,14 日,外用剤,使用期限,,する,その他,0,843,,通常,CAE(N-ココイルーL-アルギニンエチルエステルーDLーピロリドンカルボン酸塩),（未設定）,（未設定）,,12 ヵ月,新規原料のため3ロット全項目試験実施予定(4週間必要) 外注あり,CAE,ｼｰｴｰｲｰ,g（1）,,1％,可能,5kg,,,kg,5Kg,,味の素㈱,薬添規,支給,丸石製薬㈱,0kg,,
,1 枚,12 ヵ月,14 日,外用剤,使用期限,,する,主薬,0,844,,通常,トコフェロール酢酸エステル,（未設定）,（未設定）,,12 ヵ月,"新規原料のため,3ロット全項目試験実施予定(3週間必要)。",トコフェロール酢酸エステル,ﾄｺﾌｴﾛｰﾙｻｸｻﾝｴｽﾃﾙ,g（1）,,1％,可能,5kg,,images\844.jpg,kg,5Kg,,BASFジャパン㈱,日局,支給,丸石製薬㈱,0kg,,
,1 枚,12 ヵ月,14 日,,表示なし,,する,,0,845,,通常,,（未設定）,（未設定）,,12 ヵ月,,(未承認)フェノキシエタノール,ﾌｴﾉｷｼｴﾀﾉｰﾙ,（1）,,なし,可能,0kg,,,,,,,,,,0kg,,
,2 枚,12 ヵ月,14 日,クリーム剤,表示なし,,する,その他,"3,300",846,,通常,パラオキシ安息香酸メチル,（未設定）,（未設定）,,12 ヵ月,,パラオキシ安息香酸メチル,ﾊﾟﾗｵｷｼｱﾝｿｸｺｳｻﾝﾒﾁﾙ,g（1）,,1％,可能,10kg,,,kg,10Kg,,上野製薬㈱,日局,購買,スペラネクサス㈱,0kg,,
,1 枚,12 ヵ月,14 日,,表示なし,,する,,0,847,,通常,,（未設定）,（未設定）,,12 ヵ月,,(未承認)パラオキシ安息香酸プロピル,ﾊﾟﾗｵｷｼｱﾝｿｸｺｳｻﾝﾌﾟﾛﾋﾟﾙ,（1）,,なし,可能,0kg,,,,,,,,,,0kg,,
,1 枚,12 ヵ月,14 日,錠剤,表示なし,,する,主薬,"4,500",848,,通常,第一三共胃腸薬錠剤s(バルク),（未設定）,（未設定）,,12 ヵ月,,（中間製品）第一三共胃腸薬錠剤s(バルク),ﾀﾞｲｲﾁｻﾝｷﾖｳｲﾁﾖｳﾔｸｼﾞﾖｳｻﾞｲｴｽ ﾊﾞﾙｸ,g（1）,,なし,可能,0kg,,images\848.jpg,kg,,,第一三共ヘルスケア㈱,別紙規格,支給,第一三共ヘルスケア(株),0kg,,
,0 枚,0 ヵ月,0 日,固形剤,表示なし,,する,主薬,0,849,,通常,大柴胡湯エキス錠,（未設定）,（未設定）,,無期限,,（中間製品）大柴胡湯エキス錠,ﾀﾞｲｻｲｺﾄｳｴｷｽｼﾞﾖｳ,g（1）,,なし,可能,0kg,ゆめが丘工場から移動するバルク品,,kg,,,中外医薬生産㈱,別紙規格,支給,中外医薬生産㈱,0kg,,
,1 枚,12 ヵ月,14 日,液剤,使用期限,―,する,主薬,"8,500",85,A1426,通常,塩化カルニチン,（未設定）,057 : 塩化カルニチン ／ 局外規 ／ 金剛化学 ／ 日本バルク薬品㈱,,12 ヵ月,,カルニチン塩化物-A,ｶﾙﾆﾁﾝｴﾝｶﾌﾞﾂｴｰ,g（1）,【23-079】カルニチン塩化物-A メーカーでの乾燥設備追加※メーカーロットの末尾が1のものが該当,1％,可能,10kg,,,kg,10kg,,金剛化学㈱,局外規,購買,日本バルク薬品㈱,1.64kg,,
,2 枚,12 ヵ月,14 日,錠剤,使用期限,,する,主薬,0,850,,通常,リボフラビン(微粉末),（未設定）,（未設定）,,12 ヵ月,,リボフラビン(微粉末),ﾘﾎﾞﾌﾗﾋﾞﾝ ﾋﾞﾌﾝﾏﾂ,g（1）,,1％,可能,2.5kg,,,kg,2.5Kg,,DSM,食添,購買,日本バルク薬品㈱,0kg,,
,1 枚,12 ヵ月,14 日,錠剤,使用期限,,する,主薬,0,851,,通常,ビタミンB12 0.1%水溶性粉末(シアノコバラミン),（未設定）,（未設定）,,12 ヵ月,,ビタミンB12 0.1%水溶性粉末,ﾋﾞﾀﾐﾝﾋﾞｰｼﾞﾕｳﾆ ﾚｰﾃﾝｲﾁﾊﾟｰｾﾝﾄｽｲﾖｳｾｲﾌﾝﾏﾂ,g（1）,,1％,可能,20kg,,,kg,20Kg,,DSM,食添,購買,日本バルク薬品㈱,0kg,,
,2 枚,12 ヵ月,14 日,錠剤,使用期限,,する,主薬,0,852,,通常,L-アスコルビン酸(微粉末),（未設定）,（未設定）,,12 ヵ月,,L-アスコルビン酸(微粉末),ｴﾙｱｽｺﾙﾋﾞﾝｻﾝ  ﾋﾞﾌﾝﾏﾂ,g（1）,,1％,可能,25kg,,,kg,25Kg,,DSM,食添,購買,日本バルク薬品㈱,0kg,,
,3 枚,0 ヵ月,0 日,錠剤,表示なし,,する,,0,853,,通常,塩化ナトリウム(粉砕品),（未設定）,（未設定）,,6 ヵ月,,塩化ナトリウム(粉砕品),ｴﾝｶﾅﾄﾘｳﾑﾌﾝｻｲﾋﾝ,g（1）,,1％,可能,0kg,パンラクミン錠用,,,,,中外医薬生産㈱緑ヶ丘第二工場,日局,購買,中外医薬生産㈱緑ヶ丘第二工場,0kg,,
,0 枚,0 ヵ月,0 日,錠剤,表示なし,,する,主薬,0,855,,通常,セイロガン糖衣A 携帯用,（未設定）,（未設定）,,無期限,,（中間製品）セイロガン糖衣A携帯用,ｾｲﾛｶﾞﾝﾄｳｲｴｰｹｲﾀｲﾖｳ,錠（1）,,1％,可能,0kg,,,錠,,,大幸薬品㈱,別紙規格,支給,大幸薬品㈱,0kg,,
,2 枚,12 ヵ月,14 日,液剤,表示なし,,する,その他,"3,300",856,,通常,パラオキシ安息香酸エチル,（未設定）,（未設定）,,12 ヵ月,,エチルパラベン(パラオキシ安息香酸エチル),ｴﾁﾙﾊﾟﾗﾍﾞﾝ ﾊﾟﾗｵｷｼｱﾝｿｸｺｳｻﾝｴﾁﾙ,g（1）,,1％,可能,10kg,,images\856.jpg,kg,10Kg,,上野製薬㈱,日局,購買,スペラネクサス㈱,0kg,,
,1 枚,12 ヵ月,14 日,固形剤,使用期限,,する,主薬,"13,000",857,,通常,dl-メチルエフェドリン塩酸塩(結晶品),（未設定）,（未設定）,,12 ヵ月,,dl-メチルエフェドリン塩酸塩(結晶品),ﾃﾞｲｰｴﾙﾒﾁﾙｴﾌｴﾄﾞﾘﾝｴﾝｻﾝｴﾝ.ｹﾂｼﾖｳﾋﾝ.,kg（1）,,なし,可能,0kg,,,kg,5,,協和ファーマケミカル㈱,日局,購買,ダイト㈱,0kg,,
,1 枚,12 ヵ月,14 日,坐剤,使用期限,,する,主薬,0,858,,通常,アミノ安息香酸エチル(製法変更品),（未設定）,（未設定）,日本,12 ヵ月,,アミノ安息香酸エチル(製法変更品),ｱﾐﾉｱﾝｿｸｺｳｻﾝｴﾁﾙ ｾｲﾎｳﾍﾝｺｳﾋﾝ,g（1）,,1％,可能,25kg,,,kg,25Kg,,Changzhou Sunlight(ハイケム),日局,購買,日本バルク薬品㈱,0kg,,
,1 枚,12 ヵ月,14 日,液剤,使用期限,,する,主薬,"7,200",859,,通常,グアヤコールスルホン酸カリウム(粉砕品),（未設定）,（未設定）,,12 ヵ月,,グアヤコールスルホン酸カリウム(粉砕品),ｸﾞｱﾔｺｰﾙｽﾙﾎﾝｻﾝｶﾘｳﾑ ﾌﾝｻｲﾋﾝ,g（1）,,1％,可能,25kg,,images\859.jpg,kg,25Kg,,Prince社,日局,購買,日本バルク薬品㈱,0kg,,
,1 枚,12 ヵ月,14 日,液剤,表示なし,―,する,その他,200,86,A1425,通常,塩化ナトリウム,（未設定）,059 : 塩化ナトリウム ／ 日局 ／ マナック㈱ ／ 日本バルク薬品㈱,,12 ヵ月,,塩化ナトリウム(食塩),ｴﾝｶﾅﾄﾘｳﾑ ｼﾖｸｴﾝ,g（1）,,1％,可能,25kg,,images\86.jpg,kg,25kg,,マナック㈱,日局,購買,日本バルク薬品㈱,0.19kg,,
,1 枚,12 ヵ月,14 日,,表示なし,,する,,0,860,,通常,,（未設定）,（未設定）,,12 ヵ月,,メチルエフェドリン(結晶品 粉砕品)(仮),,（1）,,なし,可能,0kg,,,,,,,,,,0kg,,
,1 枚,12 ヵ月,14 日,錠剤,使用期限,,する,主薬,"13,000",861,,通常,トラネキサム酸,（未設定）,（未設定）,,12 ヵ月,,トラネキサム酸(寅盛),ﾄﾗﾈｷｻﾑｻﾝ ﾄﾗﾓﾘ,g（1）,,1％,可能,25kg,,,kg,25Kg,,常州寅盛薬業有限公司,日局,購買,日本バルク薬品㈱,2.8kg,,
,1 枚,12 ヵ月,14 日,液剤/錠剤,表示なし,,する,その他,0,862,,通常,グレープフルーツフレーバー72-501,（未設定）,（未設定）,,12 ヵ月,,グレープフルーツフレーバー 72-501,ｸﾞﾚｰﾌﾟﾌﾙｰﾂﾌﾚｰﾊﾞｰ ﾅﾅﾆ ｺﾞｾﾞﾛｲﾁ,g（1）,ゆめぽりす24-181 容器質量変更による新規登録,1％,可能,1kg,【比重】規格:0.845～0.865 実績平均値:0.8541,,kg,1Kg,,豊玉香料㈱,香料,購買,興和㈱化学素材部 機能材料課,0.605kg,,
,1 枚,12 ヵ月,14 日,,表示なし,,する,,0,863,,通常,,（未設定）,（未設定）,,12 ヵ月,,(未承認)サッカリンナトリウム水和物,,（1）,,なし,可能,0kg,,,,,,,,,,0kg,,
,2 枚,12 ヵ月,14 日,液剤,使用期限,,する,主薬,0,864,,通常,タウリン(Hubei Grand・蝶理)(興和化学),（未設定）,（未設定）,,12 ヵ月,,タウリン(Hubei Grand・蝶理)(興和化学),ﾀｳﾘﾝ ﾋﾕｰﾍﾞｲｸﾞﾗﾝﾄﾞ ﾁﾖｳﾘ ｺｳﾜｶｶﾞｸ,g（1）,,1％,可能,20kg,,,kg,20Kg,,Hubei Grand(蝶理),日局,購買,興和㈱化学素材部 機能材料課,0kg,,
,2 枚,12 ヵ月,14 日,液剤,表示なし,,する,主薬,"4,000",865,,通常,蒼朮流エキス(自社用),（未設定）,（未設定）,,12 ヵ月,,蒼朮流エキス(自社用),ｿｳｼﾞﾕﾂﾘﾕｳｴｷｽ ｼﾞｼﾔﾖｳ,g（1）,,1％,可能,10kg,,,kg,10Kg,,日本粉末薬品㈱,別紙規格,購買,日本粉末薬品㈱,0.77kg,,
,1 枚,12 ヵ月,14 日,,使用期限,,する,主薬,0,866,,通常,クルクミン C3コンプレックス,（未設定）,（未設定）,,12 ヵ月,,クルクミン C3コンプレックス,ｸﾙｸﾐﾝ ｼｰｻﾝｺﾝﾌﾟﾚﾂｸｽ,g（1）,,1％,可能,1kg,,,kg,1Kg,,㈱サビンサジャパンコーポレーション,食品メーカー規格,購買,興和㈱食品事業部,0kg,,
,1 枚,12 ヵ月,14 日,,使用期限,製造後2年間(未開封),する,主薬,0,867,,通常,L-オルニチン塩酸塩(粉砕品),（未設定）,（未設定）,,12 ヵ月,,L-オルニチン塩酸塩(粉砕品)(協和バイオ),ｴﾙ ｵﾙﾆﾁﾝｴﾝｻﾝｴﾝ ﾌﾝｻｲﾋﾝ ｷﾖｳﾜﾊﾞｲｵ,g（1）,,1％,可能,25kg,,,kg,25Kg,,協和発酵バイオ㈱,食品メーカー規格,購買,興和㈱食品事業部,0kg,,
,1 枚,12 ヵ月,14 日,,表示なし,,する,,0,868,,通常,,（未設定）,（未設定）,,12 ヵ月,,,,（1）,,なし,可能,0kg,,,,,,,,,,0kg,,
,1 枚,12 ヵ月,14 日,,表示なし,,する,,0,869,,通常,,（未設定）,（未設定）,,12 ヵ月,,(未承認)サンショウ末(甘利),ｻﾝｼﾖｳﾏﾂ ｱﾏﾘ,（1）,,なし,可能,0kg,,,,,,甘利香辛食品㈱,,,甘利香辛食品㈱,0kg,,
,1 枚,12 ヵ月,14 日,,表示なし,,する,,0,870,,通常,,（未設定）,（未設定）,,12 ヵ月,,(未承認)ウイキョウ末(甘利),ｳｲｷﾖｳﾏﾂ ｱﾏﾘ,（1）,,なし,可能,0kg,,,,,,甘利香辛食品㈱,,,甘利香辛食品㈱,0kg,,
,1 枚,12 ヵ月,14 日,液剤,表示なし,―,する,主薬,"6,000",88,C1504,通常,オウギ流エキス,（未設定）,060 : オウギ流エキス ／ 別紙規格 ／ 三国㈱ ／ 三星製薬㈱,,12 ヵ月,,オウギ流エキス,ｵｳｷﾞﾘﾕｳｴｷｽ,g（1.01）,【変更22-332】三国株式会社製原薬 外部試験機関変更(大阪府薬剤師会⇒茨城県薬剤師会),1％,可能,10kg,【比重】実績平均値:1.010次回発注分から外部試験機関変更品,images\88.jpg,kg,10kg,,三国㈱,別紙規格,購買,三星製薬㈱,0.75kg,,
,1 枚,12 ヵ月,14 日,液剤/外用液,使用期限,―,する,その他,304,9,A3501,通常,D-ソルビトール液(濃度70%),（未設定）,205 : D-ソルビトール液（70％）　ソルビトールＳ（ＪＰ） ／ 日局 ／ 物産フードサイエンス㈱ ／ 日本バルク薬品㈱,,12 ヵ月,,ソルビトールS(日本薬局方 D-ソルビトール液),ｿﾙﾋﾞﾄｰﾙS ﾆﾎﾝﾔﾂｷﾖｸﾎｳDｰｿﾙﾋﾞﾄｰﾙｴｷ,g（1）,,1％,可能,22kg,,images\9.jpg,kg,22kg,,物産フードサイエンス㈱,日局,購買,日本バルク薬品㈱,1.2kg,,
,2 枚,12 ヵ月,14 日,液剤,表示なし,―,する,主薬,"4,900",90,C1509,通常,櫻皮流エキス,（未設定）,530 : 桜皮流エキス ／  ／ 日本粉末薬品㈱ ／ 日本粉末薬品㈱,,12 ヵ月,,櫻皮流エキス,ｵｳﾋﾘﾕｳｴｷｽ,g（1）,,1％,可能,10kg,【比重】実績平均値:0.980 L単価=5000円  Kg単価=5000×0.98,images\90.jpg,L,10L,,日本粉末薬品㈱,別紙規格,購買,日本粉末薬品㈱,0.75kg,,
,2 枚,12 ヵ月,14 日,液剤,表示なし,―,する,主薬,"8,200",92,K0004,通常,オウレン流エキス,（未設定）,063 : オウレン流エキスＢ ／  ／ 日本粉末薬品㈱ ／ 日本粉末薬品㈱,,12 ヵ月,,オウレン流エキス-B,ｵｳﾚﾝﾘﾕｳｴｷｽﾋﾞｰ,g（1）,,1％,可能,10kg,(kg入荷、L使用、【比重】実績平均値:1.000),images\92.jpg,kg,10kg,,日本粉末薬品㈱,別紙規格,購買,日本粉末薬品㈱,0.77kg,,
,1 枚,12 ヵ月,14 日,液剤,表示なし,―,する,主薬,"23,700",93,C1506,通常,オキソアミヂン,（未設定）,065 : オキソアミヂン軟エキス-Ｃ ／  ／ 理研化学工業㈱ ／ 興和㈱,,12 ヵ月,,オキソアミヂン,ｵｷｿｱﾐﾁﾞﾝ,g（1）,,1％,可能,15kg,オキソアミヂン軟エキス-C,images\93.jpg,kg,15kg,,理研化学工業㈱,別紙規格,購買,興和㈱化学素材部 機能材料課,1.07kg,,
,1 枚,12 ヵ月,14 日,液剤,表示なし,―,する,主薬,"22,400",94,K0005,通常,オキソアミヂン末,（未設定）,064 : オキソアミヂン末　（＝加工ダイサン末） ／ 別紙規格 ／ 理研化学工業㈱ ／ 興和㈱,,12 ヵ月,,オキソアミヂン末,ｵｷｿｱﾐﾁﾞﾝﾏﾂ,g（1）,,1％,可能,1kg,1kg、10kg(1kg×10),images\94.jpg,kg,1kg,,理研化学工業㈱,別紙規格,購買,興和㈱化学素材部 機能材料課,0.02kg,,
,1 枚,12 ヵ月,14 日,外用剤,表示なし,―,する,主薬,"1,830",95,A1504,通常,オクチルドデカノール,（未設定）,382 : リソノール20SP（＝オクチルドデカノール） ／ 薬添規 ／ 高級アルコール工業 ／ 日本バルク薬品㈱,,12 ヵ月,,リソノール 20SP,ﾘｿﾉｰﾙ ﾆｼﾞﾕｳｴｽﾋﾟｰ,g（1）,,1％,可能,15kg,105kg以上で発注。,images\95.jpg,kg,15kg,,高級アルコール工業㈱,薬添規,購買,日本バルク薬品㈱,1.175kg,,
,1 枚,12 ヵ月,14 日,液剤,使用期限,―,する,その他,"8,000",96,B1502,通常,オレンジフレーバー GL76964,（未設定）,446 : オレンジフレーバーGL-76964 ／  ／ 小川香料 ／ 日本バルク薬品㈱,,12 ヵ月,,オレンジフレーバー GL76964,ｵﾚﾝｼﾞﾌﾚｰﾊﾞｰ ｼﾞｰｴﾙﾅﾅﾛｸｷﾕｳﾛｸﾖﾝ,g（1）,,1％,可能,0.9kg,0.9kg×6本以上で発注。【比重】規格:0.791～0.811、実績平均値:0.801,images\96.jpg,kg,0.9kg,,小川香料㈱,香料,購買,日本バルク薬品㈱,0.145kg,,
,1 枚,12 ヵ月,14 日,液剤,使用期限,―,する,その他,"6,000",97,B1501,通常,オレンジフレーバー YF1848,（未設定）,068 : オレンジフレーバーYF1848 ／ 食添 ／ 山本香料㈱ ／ 日本バルク薬品㈱,,12 ヵ月,,オレンジフレーバー YF1848,ｵﾚﾝｼﾞﾌﾚｰﾊﾞｰ ﾜｲｴﾌｲﾁﾊﾁﾖﾝﾊﾁ,g（1）,,1％,可能,1kg,(kg入荷、L使用、【比重】実績平均値:0.92),,kg,1kg,,山本香料㈱,香料,購買,日本バルク薬品㈱,0.64kg,,
